,P3_22,P3_21,P3_20,P3_19,csvTime
68450,51,51,-3,-17,2024-07-16 04:55:17
68451,51,51,-30,-35,2024-07-16 04:56:17
68452,51,51,-29,-16,2024-07-16 04:57:17
68453,51,51,-59,-27,2024-07-16 04:58:17
68454,51,51,-22,-12,2024-07-16 04:59:17
68455,51,51,-44,-41,2024-07-16 05:00:17
68456,62,63,-20,-39,2024-07-16 05:01:17
68457,44,45,5,0,2024-07-16 05:02:17
68458,31,31,11,2,2024-07-16 05:03:17
68459,61,61,-177,-116,2024-07-16 05:04:17
68460,72,72,0,-6,2024-07-16 05:05:17
68461,78,78,29,50,2024-07-16 05:06:17
68462,81,80,8,5,2024-07-16 05:07:17
68463,83,83,-49,-27,2024-07-16 05:08:17
68464,83,83,-11,-20,2024-07-16 05:09:17
68465,83,83,4,-12,2024-07-16 05:10:17
68466,84,83,-18,-20,2024-07-16 05:11:17
68467,83,83,-8,-16,2024-07-16 05:12:17
68468,83,83,-12,-16,2024-07-16 05:13:17
68469,84,83,1,12,2024-07-16 05:14:17
68470,85,85,-6,15,2024-07-16 05:15:17
68471,84,84,-12,-17,2024-07-16 05:16:17
68472,84,84,1,-15,2024-07-16 05:17:17
68473,84,84,-2,-6,2024-07-16 05:18:17
68474,84,84,2,-5,2024-07-16 05:19:17
68475,84,84,12,-5,2024-07-16 05:20:17
68476,84,84,-6,-10,2024-07-16 05:21:17
68477,84,84,-17,-35,2024-07-16 05:22:17
68478,84,84,-13,-12,2024-07-16 05:23:17
68479,84,84,-6,4,2024-07-16 05:24:17
68480,84,84,-10,20,2024-07-16 05:25:17
68481,84,84,6,-8,2024-07-16 05:26:17
68482,84,84,-13,-17,2024-07-16 05:27:17
68483,84,84,-18,-18,2024-07-16 05:28:17
68484,84,84,25,17,2024-07-16 05:29:17
68485,84,84,-12,-11,2024-07-16 05:30:17
68486,84,84,-8,-3,2024-07-16 05:31:17
68487,84,84,20,11,2024-07-16 05:32:17
68488,84,84,-18,15,2024-07-16 05:33:17
68489,84,84,25,18,2024-07-16 05:34:17
68490,84,84,-22,-25,2024-07-16 05:35:17
68491,84,84,-32,-22,2024-07-16 05:36:17
68492,84,84,2,-16,2024-07-16 05:37:17
68493,84,84,6,6,2024-07-16 05:38:17
68494,84,84,2,-6,2024-07-16 05:39:17
68495,84,84,-5,-12,2024-07-16 05:40:17
68496,84,84,6,-6,2024-07-16 05:41:17
68497,84,84,20,22,2024-07-16 05:42:17
68498,84,84,12,32,2024-07-16 05:43:17
68499,84,84,10,30,2024-07-16 05:44:17
68500,84,84,-37,-6,2024-07-16 05:45:17
68501,84,84,-8,-16,2024-07-16 05:46:17
68502,84,84,-4,4,2024-07-16 05:47:17
68503,84,84,4,6,2024-07-16 05:48:17
68504,84,84,1,-8,2024-07-16 05:49:17
68505,84,84,6,5,2024-07-16 05:50:17
68506,84,84,-11,10,2024-07-16 05:51:17
68507,84,84,11,8,2024-07-16 05:52:17
68508,84,84,-15,-30,2024-07-16 05:53:17
68509,84,84,-17,-20,2024-07-16 05:54:17
68510,84,84,-29,-41,2024-07-16 05:55:17
68511,84,84,-17,-32,2024-07-16 05:56:17
68512,84,84,8,-2,2024-07-16 05:57:17
68513,84,84,-8,-16,2024-07-16 05:58:17
68514,84,84,-10,-1,2024-07-16 05:59:17
68515,84,84,-24,-1,2024-07-16 06:00:17
68516,84,84,-15,-27,2024-07-16 06:01:17
68517,84,84,-8,-13,2024-07-16 06:02:17
68518,84,84,-11,-27,2024-07-16 06:03:17
68519,84,84,-8,-29,2024-07-16 06:04:17
68520,84,84,4,10,2024-07-16 06:05:17
68521,68,68,-18,17,2024-07-16 06:06:17
68522,63,63,10,6,2024-07-16 06:07:17
68523,59,59,17,-2,2024-07-16 06:08:17
68524,59,60,-25,-27,2024-07-16 06:09:17
68525,70,70,-11,-11,2024-07-16 06:10:17
68526,77,77,-29,-17,2024-07-16 06:11:17
68527,82,82,-17,-25,2024-07-16 06:12:17
68528,83,83,-18,-22,2024-07-16 06:13:17
68529,84,84,-29,-37,2024-07-16 06:14:17
68530,84,84,-11,-24,2024-07-16 06:15:17
68531,84,84,6,-8,2024-07-16 06:16:17
68532,84,84,-20,-20,2024-07-16 06:17:17
68533,84,84,-18,6,2024-07-16 06:18:17
68534,84,84,-15,-27,2024-07-16 06:19:17
68535,84,84,-2,-15,2024-07-16 06:20:17
68536,84,84,1,10,2024-07-16 06:21:17
68537,84,84,-27,-12,2024-07-16 06:22:17
68538,84,84,12,6,2024-07-16 06:23:17
68539,84,84,-27,-43,2024-07-16 06:24:17
68540,84,84,-8,11,2024-07-16 06:25:17
68541,84,84,-6,-11,2024-07-16 06:26:17
68542,84,84,-15,-17,2024-07-16 06:27:17
68543,84,84,-17,-12,2024-07-16 06:28:17
68544,85,85,-15,1,2024-07-16 06:29:17
68545,85,85,-22,-16,2024-07-16 06:30:17
68546,85,85,4,17,2024-07-16 06:31:17
68547,85,84,2,-1,2024-07-16 06:32:17
68548,85,84,-8,-30,2024-07-16 06:33:17
68549,85,85,-25,-20,2024-07-16 06:34:17
68550,85,85,6,5,2024-07-16 06:35:17
68551,85,85,4,4,2024-07-16 06:36:17
68552,85,84,-6,6,2024-07-16 06:37:17
68553,85,85,-15,-16,2024-07-16 06:38:17
68554,85,85,-12,-51,2024-07-16 06:39:17
68555,85,85,-12,-8,2024-07-16 06:40:17
68556,85,85,-25,-10,2024-07-16 06:41:17
68557,85,85,-17,-11,2024-07-16 06:42:17
68558,85,85,-6,-8,2024-07-16 06:43:17
68559,85,85,-13,-24,2024-07-16 06:44:17
68560,85,85,25,25,2024-07-16 06:45:17
68561,85,85,-5,4,2024-07-16 06:46:17
68562,85,85,5,-12,2024-07-16 06:47:17
68563,85,85,-2,-12,2024-07-16 06:48:17
68564,84,84,-18,-18,2024-07-16 06:49:17
68565,85,85,-2,-27,2024-07-16 06:50:17
68566,85,85,5,4,2024-07-16 06:51:17
68567,85,85,-12,-20,2024-07-16 06:52:17
68568,85,85,5,12,2024-07-16 06:53:17
68569,85,85,-4,1,2024-07-16 06:54:17
68570,84,85,-12,-25,2024-07-16 06:55:17
68571,85,85,-3,-2,2024-07-16 06:56:17
68572,85,85,4,-8,2024-07-16 06:57:17
68573,85,85,-13,-25,2024-07-16 06:58:17
68574,85,85,-35,-35,2024-07-16 06:59:17
68575,85,85,2,-8,2024-07-16 07:00:17
68576,85,85,-18,-24,2024-07-16 07:01:17
68577,85,85,-15,-12,2024-07-16 07:02:17
68578,85,85,-13,-6,2024-07-16 07:03:17
68579,85,85,-18,-12,2024-07-16 07:04:17
68580,84,84,-22,-20,2024-07-16 07:05:17
68581,85,85,-8,-16,2024-07-16 07:06:17
68582,85,85,-12,-11,2024-07-16 07:07:17
68583,85,85,-27,-29,2024-07-16 07:08:17
68584,85,85,-3,22,2024-07-16 07:09:17
68585,85,84,-12,-6,2024-07-16 07:10:17
68586,85,85,5,-5,2024-07-16 07:11:17
68587,84,85,20,12,2024-07-16 07:12:17
68588,85,85,11,-2,2024-07-16 07:13:17
68589,84,85,-6,-10,2024-07-16 07:14:17
68590,85,85,-2,-22,2024-07-16 07:15:17
68591,85,85,-6,-20,2024-07-16 07:16:17
68592,85,84,-6,-3,2024-07-16 07:17:17
68593,85,85,-10,-2,2024-07-16 07:18:17
68594,85,85,-6,6,2024-07-16 07:19:17
68595,85,85,-3,-2,2024-07-16 07:20:17
68596,85,85,25,27,2024-07-16 07:21:17
68597,85,85,2,1,2024-07-16 07:22:17
68598,85,85,-20,-37,2024-07-16 07:23:17
68599,85,85,-29,-49,2024-07-16 07:24:17
68600,85,85,-35,-43,2024-07-16 07:25:17
68601,84,84,-18,-41,2024-07-16 07:26:17
68602,85,85,-15,-8,2024-07-16 07:27:17
68603,85,85,-8,-30,2024-07-16 07:28:17
68604,85,85,15,12,2024-07-16 07:29:17
68605,50,51,-6,-8,2024-07-16 07:30:17
68606,42,42,30,15,2024-07-16 07:31:17
68607,47,47,-12,-22,2024-07-16 07:32:17
68608,14,0,1106,898,2024-07-16 07:33:17
68609,33,45,1350,1495,2024-07-16 07:34:17
68610,35,36,925,818,2024-07-16 07:35:17
68611,27,28,975,968,2024-07-16 07:36:17
68612,33,34,780,785,2024-07-16 07:37:17
68613,36,37,879,888,2024-07-16 07:38:17
68614,34,34,879,869,2024-07-16 07:39:17
68615,28,31,850,830,2024-07-16 07:40:17
68616,31,31,923,931,2024-07-16 07:41:16
68617,30,30,881,869,2024-07-16 07:42:17
68618,27,25,838,780,2024-07-16 07:43:17
68619,30,30,740,708,2024-07-16 07:44:17
68620,25,28,746,803,2024-07-16 07:45:17
68621,29,29,865,870,2024-07-16 07:46:17
68622,27,27,861,856,2024-07-16 07:47:17
68623,28,29,799,780,2024-07-16 07:48:17
68624,28,26,724,719,2024-07-16 07:49:17
68625,32,31,831,816,2024-07-16 07:50:17
68626,29,30,868,873,2024-07-16 07:51:17
68627,21,22,845,960,2024-07-16 07:52:17
68628,21,22,753,754,2024-07-16 07:53:17
68629,21,22,1000,990,2024-07-16 07:54:17
68630,21,22,683,729,2024-07-16 07:55:17
68631,21,22,814,798,2024-07-16 07:56:17
68632,21,22,788,975,2024-07-16 07:57:17
68633,21,22,764,794,2024-07-16 07:58:17
68634,21,22,803,799,2024-07-16 07:59:17
68635,21,22,820,815,2024-07-16 08:00:17
68636,17,23,790,555,2024-07-16 08:01:17
68637,21,21,935,384,2024-07-16 08:02:17
68638,22,22,964,1074,2024-07-16 08:03:17
68639,21,22,745,734,2024-07-16 08:04:17
68640,21,22,1100,1095,2024-07-16 08:05:17
68641,21,22,975,1055,2024-07-16 08:06:17
68642,28,28,490,485,2024-07-16 08:07:17
68643,36,36,402,400,2024-07-16 08:08:17
68644,24,39,1316,1470,2024-07-16 08:09:17
68645,21,22,1238,1241,2024-07-16 08:10:17
68646,21,17,735,1066,2024-07-16 08:11:17
68647,21,22,1146,1171,2024-07-16 08:12:17
68648,36,36,983,985,2024-07-16 08:13:17
68649,34,34,427,422,2024-07-16 08:14:17
68650,45,46,327,302,2024-07-16 08:15:17
68651,31,32,452,447,2024-07-16 08:16:17
68652,36,36,404,407,2024-07-16 08:17:17
68653,34,36,410,414,2024-07-16 08:18:17
68654,35,38,770,823,2024-07-16 08:19:17
68655,56,30,360,815,2024-07-16 08:20:17
68656,43,21,407,990,2024-07-16 08:21:17
68657,51,51,262,255,2024-07-16 08:22:17
68658,44,45,984,988,2024-07-16 08:23:16
68659,29,30,880,889,2024-07-16 08:24:17
68660,21,22,1005,1030,2024-07-16 08:25:17
68661,21,22,839,845,2024-07-16 08:26:17
68662,23,25,555,575,2024-07-16 08:27:17
68663,21,22,1043,1023,2024-07-16 08:28:17
68664,21,22,946,1029,2024-07-16 08:29:17
68665,21,22,835,861,2024-07-16 08:30:17
68666,21,23,868,888,2024-07-16 08:31:17
68667,21,22,739,739,2024-07-16 08:32:17
68668,21,22,770,745,2024-07-16 08:33:17
68669,21,22,798,764,2024-07-16 08:34:17
68670,21,22,838,841,2024-07-16 08:35:17
68671,21,22,728,723,2024-07-16 08:36:17
68672,21,23,746,786,2024-07-16 08:37:17
68673,26,25,750,738,2024-07-16 08:38:17
68674,21,22,818,810,2024-07-16 08:39:17
68675,21,22,768,745,2024-07-16 08:40:17
68676,21,22,830,851,2024-07-16 08:41:17
68677,21,22,795,808,2024-07-16 08:42:17
68678,21,22,728,719,2024-07-16 08:43:17
68679,21,22,826,823,2024-07-16 08:44:17
68680,21,22,809,814,2024-07-16 08:45:17
68681,21,22,748,763,2024-07-16 08:46:17
68682,22,22,741,695,2024-07-16 08:47:17
68683,21,22,709,695,2024-07-16 08:48:17
68684,24,24,741,751,2024-07-16 08:49:17
68685,21,22,744,758,2024-07-16 08:50:17
68686,21,22,805,840,2024-07-16 08:51:17
68687,21,22,693,635,2024-07-16 08:52:17
68688,24,23,829,819,2024-07-16 08:53:17
68689,21,22,850,850,2024-07-16 08:54:17
68690,21,22,854,831,2024-07-16 08:55:17
68691,21,22,665,645,2024-07-16 08:56:17
68692,21,22,750,748,2024-07-16 08:57:17
68693,23,22,804,804,2024-07-16 08:58:17
68694,22,25,716,778,2024-07-16 08:59:17
68695,21,22,719,701,2024-07-16 09:00:17
68696,21,22,813,800,2024-07-16 09:01:17
68697,21,22,693,676,2024-07-16 09:02:17
68698,21,22,730,684,2024-07-16 09:03:17
68699,21,22,749,728,2024-07-16 09:04:17
68700,21,22,831,796,2024-07-16 09:05:17
68701,21,22,818,834,2024-07-16 09:06:17
68702,21,22,685,680,2024-07-16 09:07:17
68703,24,25,736,765,2024-07-16 09:08:17
68704,22,22,765,719,2024-07-16 09:09:17
68705,21,22,691,698,2024-07-16 09:10:17
68706,33,33,435,434,2024-07-16 09:11:17
68707,38,39,365,350,2024-07-16 09:12:17
68708,28,28,482,487,2024-07-16 09:13:17
68709,27,28,562,550,2024-07-16 09:14:17
68710,21,22,1094,1243,2024-07-16 09:15:17
68711,26,41,1293,1455,2024-07-16 09:16:17
68712,28,29,634,527,2024-07-16 09:17:17
68713,1,0,906,909,2024-07-16 09:18:17
68714,1,0,908,909,2024-07-16 09:19:17
68715,1,0,906,909,2024-07-16 09:20:17
68716,1,0,350,0,2024-07-16 09:21:17
68717,1,0,3,0,2024-07-16 09:22:17
68718,1,0,2,0,2024-07-16 09:23:17
68719,1,0,2,0,2024-07-16 09:24:17
68720,1,0,2,-2,2024-07-16 09:25:17
68721,1,0,2,0,2024-07-16 09:26:17
68722,1,0,2,0,2024-07-16 09:27:17
68723,1,0,2,0,2024-07-16 09:28:17
68724,1,0,2,0,2024-07-16 09:29:17
68725,1,0,2,0,2024-07-16 09:30:17
68726,1,0,2,2,2024-07-16 09:31:17
68727,1,0,2,0,2024-07-16 09:32:17
68728,1,0,2,0,2024-07-16 09:33:17
68729,2,3,2,-2,2024-07-16 09:34:17
68730,2,3,2,0,2024-07-16 09:35:17
68731,2,3,2,0,2024-07-16 09:36:17
68732,2,3,2,0,2024-07-16 09:37:17
68733,2,3,2,0,2024-07-16 09:38:17
68734,2,3,2,0,2024-07-16 09:39:17
68735,2,3,2,0,2024-07-16 09:40:17
68736,15,16,2,0,2024-07-16 09:41:17
68737,20,22,2,0,2024-07-16 09:42:17
68738,22,22,2,-2,2024-07-16 09:43:17
68739,5,6,2,-2,2024-07-16 09:44:17
68740,5,6,2,0,2024-07-16 09:45:17
68741,5,6,2,0,2024-07-16 09:46:17
68742,5,6,2,0,2024-07-16 09:47:17
68743,1,0,2,0,2024-07-16 09:48:17
68744,1,0,2,2,2024-07-16 09:49:17
68745,1,0,2,0,2024-07-16 09:50:17
68746,1,0,2,-2,2024-07-16 09:51:17
68747,1,0,3,0,2024-07-16 09:52:17
68748,1,0,3,0,2024-07-16 09:53:17
68749,1,0,2,0,2024-07-16 09:54:17
68750,13,14,1796,1798,2024-07-16 09:55:17
68751,14,0,1796,1798,2024-07-16 09:56:17
68752,10,11,365,360,2024-07-16 09:57:17
68753,9,10,5,0,2024-07-16 09:58:17
68754,17,17,1793,1798,2024-07-16 09:59:16
68755,1,0,1796,1798,2024-07-16 10:00:17
68756,5,3,901,901,2024-07-16 10:01:17
68757,1,0,905,900,2024-07-16 10:02:17
68758,1,0,1791,1795,2024-07-16 10:03:17
68759,1,0,905,901,2024-07-16 10:04:17
68760,1,0,904,901,2024-07-16 10:05:17
68761,6,7,2,0,2024-07-16 10:06:17
68762,14,15,2,2,2024-07-16 10:07:17
68763,16,17,2,0,2024-07-16 10:08:17
68764,6,6,2,0,2024-07-16 10:09:17
68765,13,14,2,0,2024-07-16 10:10:16
68766,16,17,-397,-400,2024-07-16 10:11:17
68767,8,9,-400,-405,2024-07-16 10:12:17
68768,8,9,-400,-402,2024-07-16 10:13:17
68769,8,9,-450,-450,2024-07-16 10:14:17
68770,14,15,-452,-450,2024-07-16 10:15:17
68771,19,20,-452,-450,2024-07-16 10:16:17
68772,13,14,894,898,2024-07-16 10:17:17
68773,18,19,-202,-210,2024-07-16 10:18:17
68774,22,23,-300,-266,2024-07-16 10:19:17
68775,9,10,-48,-37,2024-07-16 10:20:17
68776,14,14,-113,-123,2024-07-16 10:21:17
68777,14,14,-167,-182,2024-07-16 10:22:17
68778,1,0,-6,-4,2024-07-16 10:23:17
68779,14,15,1768,1798,2024-07-16 10:24:17
68780,14,15,904,900,2024-07-16 10:25:17
68781,13,14,-1,-4,2024-07-16 10:26:17
68782,16,17,895,898,2024-07-16 10:27:17
68783,18,19,-908,-909,2024-07-16 10:28:17
68784,18,19,-6,-2,2024-07-16 10:29:17
68785,9,10,-4,0,2024-07-16 10:30:17
68786,1,0,-4,0,2024-07-16 10:31:17
68787,1,0,-4,0,2024-07-16 10:32:17
68788,1,0,-6,-2,2024-07-16 10:33:17
68789,1,0,317,0,2024-07-16 10:34:17
68790,6,7,3,0,2024-07-16 10:35:17
68791,6,7,2,0,2024-07-16 10:36:17
68792,6,7,3,0,2024-07-16 10:37:17
68793,6,7,5,0,2024-07-16 10:38:17
68794,6,7,896,898,2024-07-16 10:39:17
68795,17,18,895,898,2024-07-16 10:40:17
68796,17,17,895,898,2024-07-16 10:41:17
68797,25,26,-3,0,2024-07-16 10:42:17
68798,13,14,212,218,2024-07-16 10:43:17
68799,17,17,339,342,2024-07-16 10:44:17
68800,17,17,339,342,2024-07-16 10:45:17
68801,17,17,302,248,2024-07-16 10:46:17
68802,16,17,17,0,2024-07-16 10:47:17
68803,16,17,-131,-135,2024-07-16 10:48:17
68804,1,0,-6,-4,2024-07-16 10:49:17
68805,1,0,-6,-4,2024-07-16 10:50:17
68806,1,0,-6,-4,2024-07-16 10:51:17
68807,1,0,-6,-4,2024-07-16 10:52:17
68808,1,0,-5,-2,2024-07-16 10:53:17
68809,13,14,-340,-342,2024-07-16 10:54:17
68810,15,16,108,113,2024-07-16 10:55:17
68811,14,15,340,342,2024-07-16 10:56:17
68812,14,15,339,342,2024-07-16 10:57:17
68813,15,15,339,342,2024-07-16 10:58:17
68814,22,23,261,278,2024-07-16 10:59:17
68815,22,23,75,74,2024-07-16 11:00:17
68816,22,23,35,32,2024-07-16 11:01:17
68817,19,20,11,4,2024-07-16 11:02:17
68818,1,0,-2,-4,2024-07-16 11:03:17
68819,1,0,905,900,2024-07-16 11:04:17
68820,1,0,900,898,2024-07-16 11:05:17
68821,1,0,900,898,2024-07-16 11:06:17
68822,1,0,900,898,2024-07-16 11:07:17
68823,1,0,900,898,2024-07-16 11:08:17
68824,1,0,899,898,2024-07-16 11:09:17
68825,1,0,899,898,2024-07-16 11:10:17
68826,1,0,899,898,2024-07-16 11:11:17
68827,1,0,899,898,2024-07-16 11:12:17
68828,27,51,885,898,2024-07-16 11:13:17
68829,51,0,895,898,2024-07-16 11:14:17
68830,1,0,895,898,2024-07-16 11:15:17
68831,1,0,895,898,2024-07-16 11:16:17
68832,1,0,840,898,2024-07-16 11:17:17
68833,1,0,542,901,2024-07-16 11:18:17
68834,1,0,900,901,2024-07-16 11:19:17
68835,1,0,900,900,2024-07-16 11:20:17
68836,26,27,2,0,2024-07-16 11:21:17
68837,45,47,1748,1798,2024-07-16 11:22:17
68838,18,18,2,0,2024-07-16 11:23:17
68839,11,12,2,0,2024-07-16 11:24:17
68840,15,0,2,0,2024-07-16 11:25:17
68841,1,0,2,0,2024-07-16 11:26:17
68842,48,48,-906,-905,2024-07-16 11:27:17
68843,2,0,602,605,2024-07-16 11:28:17
68844,42,42,4,2,2024-07-16 11:29:17
68845,8,9,318,322,2024-07-16 11:30:17
68846,1,0,3,0,2024-07-16 11:31:17
68847,1,0,-6,-2,2024-07-16 11:32:17
68848,1,0,-6,-4,2024-07-16 11:33:16
68849,20,22,537,668,2024-07-16 11:34:17
68850,33,20,678,681,2024-07-16 11:35:16
68851,22,23,227,225,2024-07-16 11:36:17
68852,25,12,227,222,2024-07-16 11:37:17
68853,1,4,322,766,2024-07-16 11:38:17
68854,36,29,505,167,2024-07-16 11:39:17
68855,5,9,-6,-4,2024-07-16 11:40:17
68856,12,13,502,505,2024-07-16 11:41:17
68857,12,13,504,505,2024-07-16 11:42:17
68858,12,13,504,505,2024-07-16 11:43:17
68859,1,0,0,-2,2024-07-16 11:44:17
68860,1,0,0,0,2024-07-16 11:45:17
68861,1,0,0,-2,2024-07-16 11:46:17
68862,1,0,0,-2,2024-07-16 11:47:17
68863,28,30,0,-4,2024-07-16 11:48:17
68864,1,0,0,-4,2024-07-16 11:49:17
68865,46,46,-870,-909,2024-07-16 11:50:17
68866,15,17,12,0,2024-07-16 11:51:16
68867,27,28,724,729,2024-07-16 11:52:17
68868,16,17,-12,-292,2024-07-16 11:53:17
68869,16,16,-76,-4,2024-07-16 11:54:16
68870,12,43,8,0,2024-07-16 11:55:17
68871,11,25,844,898,2024-07-16 11:56:17
68872,1,0,901,900,2024-07-16 11:57:17
68873,1,38,890,0,2024-07-16 11:58:17
68874,84,83,-1726,-1725,2024-07-16 11:59:17
68875,47,0,25,906,2024-07-16 12:00:17
68876,50,69,203,201,2024-07-16 12:01:17
68877,1,0,910,906,2024-07-16 12:02:17
68878,1,0,909,906,2024-07-16 12:03:16
68879,1,0,910,906,2024-07-16 12:04:16
68880,1,0,910,906,2024-07-16 12:05:17
68881,1,0,909,909,2024-07-16 12:06:17
68882,1,0,910,909,2024-07-16 12:07:17
68883,21,22,799,773,2024-07-16 12:08:17
68884,23,27,861,895,2024-07-16 12:09:17
68885,22,23,695,660,2024-07-16 12:10:17
68886,57,57,200,203,2024-07-16 12:11:17
68887,25,21,946,1283,2024-07-16 12:12:16
68888,21,24,948,975,2024-07-16 12:13:16
68889,58,59,167,172,2024-07-16 12:14:17
68890,38,38,1079,994,2024-07-16 12:15:17
68891,43,43,345,327,2024-07-16 12:16:17
68892,43,43,342,442,2024-07-16 12:17:16
68893,29,30,552,469,2024-07-16 12:18:17
68894,45,46,301,305,2024-07-16 12:19:17
68895,27,24,655,823,2024-07-16 12:20:17
68896,21,22,584,587,2024-07-16 12:21:17
68897,31,22,953,903,2024-07-16 12:22:17
68898,41,39,1146,984,2024-07-16 12:23:17
68899,21,22,1085,1050,2024-07-16 12:24:17
68900,21,22,1005,1043,2024-07-16 12:25:17
68901,21,22,1001,1036,2024-07-16 12:26:17
68902,24,26,895,903,2024-07-16 12:27:17
68903,40,47,1488,1513,2024-07-16 12:28:17
68904,1,0,905,901,2024-07-16 12:29:17
68905,1,0,904,901,2024-07-16 12:30:17
68906,19,0,900,898,2024-07-16 12:31:17
68907,19,20,750,485,2024-07-16 12:32:17
68908,1,0,895,898,2024-07-16 12:33:17
68909,23,24,895,898,2024-07-16 12:34:17
68910,1,0,895,898,2024-07-16 12:35:17
68911,18,19,6,-2,2024-07-16 12:36:17
68912,14,15,-41,-22,2024-07-16 12:37:17
68913,14,15,-121,-135,2024-07-16 12:38:17
68914,14,15,-37,-45,2024-07-16 12:39:17
68915,14,15,88,93,2024-07-16 12:40:17
68916,14,15,136,141,2024-07-16 12:41:17
68917,14,15,263,257,2024-07-16 12:42:17
68918,14,15,339,342,2024-07-16 12:43:17
68919,14,15,245,222,2024-07-16 12:44:17
68920,10,11,65,53,2024-07-16 12:45:17
68921,10,11,-35,-55,2024-07-16 12:46:17
68922,10,11,-165,-165,2024-07-16 12:47:17
68923,10,11,-12,1,2024-07-16 12:48:17
68924,10,11,172,163,2024-07-16 12:49:17
68925,10,11,281,308,2024-07-16 12:50:16
68926,10,11,342,342,2024-07-16 12:51:17
68927,10,11,337,320,2024-07-16 12:52:17
68928,10,11,232,230,2024-07-16 12:53:17
68929,10,11,58,56,2024-07-16 12:54:17
68930,24,25,-870,-909,2024-07-16 12:55:17
68931,32,0,-905,-909,2024-07-16 12:56:16
68932,20,20,58,56,2024-07-16 12:57:17
68933,20,20,212,192,2024-07-16 12:58:17
68934,14,15,113,120,2024-07-16 12:59:17
68935,10,11,-6,-18,2024-07-16 13:00:17
68936,8,9,-121,-130,2024-07-16 13:01:17
68937,8,9,-221,-217,2024-07-16 13:02:17
68938,1,0,894,898,2024-07-16 13:03:17
68939,1,0,895,898,2024-07-16 13:04:17
68940,1,0,895,898,2024-07-16 13:05:17
68941,1,0,895,900,2024-07-16 13:06:17
68942,1,0,895,898,2024-07-16 13:07:17
68943,1,0,895,898,2024-07-16 13:08:16
68944,1,0,895,898,2024-07-16 13:09:17
68945,1,0,895,898,2024-07-16 13:10:17
68946,1,0,895,898,2024-07-16 13:11:17
68947,1,0,895,898,2024-07-16 13:12:16
68948,1,0,895,898,2024-07-16 13:13:17
68949,34,35,896,898,2024-07-16 13:14:17
68950,1,0,895,898,2024-07-16 13:15:17
68951,24,28,895,898,2024-07-16 13:16:17
68952,1,0,895,898,2024-07-16 13:17:17
68953,23,23,895,898,2024-07-16 13:18:17
68954,28,28,895,898,2024-07-16 13:19:17
68955,14,15,-75,-88,2024-07-16 13:20:17
68956,14,15,183,181,2024-07-16 13:21:17
68957,14,15,344,342,2024-07-16 13:22:17
68958,15,16,344,342,2024-07-16 13:23:17
68959,15,16,340,345,2024-07-16 13:24:17
68960,15,16,156,131,2024-07-16 13:25:17
68961,15,16,-15,-17,2024-07-16 13:26:17
68962,15,16,-138,-136,2024-07-16 13:27:16
68963,12,12,-182,-202,2024-07-16 13:28:17
68964,12,12,-315,-322,2024-07-16 13:29:17
68965,17,17,-339,-339,2024-07-16 13:30:17
68966,17,17,-136,-138,2024-07-16 13:31:17
68967,17,17,86,98,2024-07-16 13:32:17
68968,17,17,75,75,2024-07-16 13:33:17
68969,1,0,-79,-4,2024-07-16 13:34:17
68970,1,0,-6,-4,2024-07-16 13:35:17
68971,1,0,899,898,2024-07-16 13:36:16
68972,24,21,-40,-2,2024-07-16 13:37:17
68973,26,26,-5,-4,2024-07-16 13:38:17
68974,41,42,-4,-2,2024-07-16 13:39:17
68975,14,15,-6,0,2024-07-16 13:40:17
68976,14,15,-2,0,2024-07-16 13:41:16
68977,1,0,-2,-4,2024-07-16 13:42:17
68978,1,0,-2,-4,2024-07-16 13:43:17
68979,1,0,-2,-4,2024-07-16 13:44:16
68980,1,0,-2,-4,2024-07-16 13:45:17
68981,1,0,-2,-4,2024-07-16 13:46:17
68982,1,0,-2,-4,2024-07-16 13:47:17
68983,1,0,-2,-4,2024-07-16 13:48:17
68984,1,0,895,898,2024-07-16 13:49:17
68985,1,0,895,898,2024-07-16 13:50:17
68986,19,20,96,111,2024-07-16 13:51:17
68987,19,20,303,306,2024-07-16 13:52:17
68988,14,15,253,340,2024-07-16 13:53:17
68989,14,15,202,192,2024-07-16 13:54:17
68990,13,14,339,342,2024-07-16 13:55:17
68991,13,14,250,221,2024-07-16 13:56:16
68992,13,14,302,307,2024-07-16 13:57:17
68993,13,14,337,342,2024-07-16 13:58:17
68994,13,14,275,250,2024-07-16 13:59:17
68995,13,14,81,79,2024-07-16 14:00:17
68996,13,14,-227,-225,2024-07-16 14:01:17
68997,13,14,-347,-342,2024-07-16 14:02:16
68998,13,14,-225,-232,2024-07-16 14:03:17
68999,13,14,-35,-8,2024-07-16 14:04:17
69000,13,14,-141,-115,2024-07-16 14:05:17
69001,9,10,-34,-59,2024-07-16 14:06:17
69002,9,10,113,113,2024-07-16 14:07:16
69003,9,10,158,151,2024-07-16 14:08:17
69004,33,33,895,898,2024-07-16 14:09:17
69005,20,20,4,0,2024-07-16 14:10:17
69006,22,23,-245,-243,2024-07-16 14:11:17
69007,12,12,-80,-83,2024-07-16 14:12:17
69008,12,13,43,45,2024-07-16 14:13:17
69009,12,12,156,153,2024-07-16 14:14:17
69010,12,12,143,121,2024-07-16 14:15:17
69011,12,12,43,50,2024-07-16 14:16:17
69012,12,12,-101,-96,2024-07-16 14:17:17
69013,12,12,-151,-156,2024-07-16 14:18:17
