,P3_22,P3_21,P3_20,P3_19,csvTime
8665,1,0,896,900,2024-05-25 01:25:00
8666,1,0,895,898,2024-05-25 01:26:00
8667,1,0,896,900,2024-05-25 01:27:00
8668,1,0,895,898,2024-05-25 01:28:00
8669,1,0,895,898,2024-05-25 01:29:00
8670,1,0,895,898,2024-05-25 01:30:00
8671,1,0,896,900,2024-05-25 01:31:00
8672,1,0,895,898,2024-05-25 01:32:00
8673,1,0,896,898,2024-05-25 01:33:00
8674,1,0,895,898,2024-05-25 01:34:00
8675,1,0,895,900,2024-05-25 01:35:00
8676,1,0,896,898,2024-05-25 01:36:00
8677,1,0,895,898,2024-05-25 01:37:00
8678,1,0,895,898,2024-05-25 01:38:00
8679,1,0,896,898,2024-05-25 01:39:00
8680,1,0,895,898,2024-05-25 01:40:00
8681,1,0,895,898,2024-05-25 01:41:00
8682,1,0,896,898,2024-05-25 01:42:00
8683,1,0,895,898,2024-05-25 01:43:00
8684,1,0,895,898,2024-05-25 01:44:00
8685,1,0,895,898,2024-05-25 01:45:00
8686,1,0,895,898,2024-05-25 01:46:00
8687,1,0,895,898,2024-05-25 01:47:00
8688,1,0,895,898,2024-05-25 01:48:00
8689,1,0,895,898,2024-05-25 01:49:00
8690,1,0,895,898,2024-05-25 01:50:00
8691,1,0,895,900,2024-05-25 01:51:00
8692,1,0,895,898,2024-05-25 01:52:00
8693,1,0,895,898,2024-05-25 01:53:00
8694,1,0,895,898,2024-05-25 01:54:00
8695,1,0,895,898,2024-05-25 01:55:00
8696,1,0,895,900,2024-05-25 01:56:00
8697,26,27,0,-2,2024-05-25 01:57:00
8698,22,22,894,898,2024-05-25 01:58:00
8699,15,16,2,-2,2024-05-25 01:59:00
8700,9,10,-51,-37,2024-05-25 03:00:00
8701,9,10,-22,2,2024-05-25 03:01:00
8702,9,10,125,146,2024-05-25 03:02:00
8703,9,10,250,250,2024-05-25 03:03:00
8704,9,10,325,302,2024-05-25 03:04:00
8705,9,10,263,271,2024-05-25 03:05:00
8706,9,10,116,88,2024-05-25 03:06:00
8707,9,10,-58,-66,2024-05-25 03:07:00
8708,9,10,-200,-193,2024-05-25 03:08:00
8709,9,10,-238,-256,2024-05-25 03:09:00
8710,9,10,-91,-73,2024-05-25 03:10:00
8711,9,10,207,231,2024-05-25 03:11:00
8712,9,10,342,342,2024-05-25 03:12:00
8713,9,10,342,342,2024-05-25 03:13:00
8714,9,10,342,342,2024-05-25 03:14:00
8715,9,10,342,342,2024-05-25 03:15:00
8716,11,11,342,342,2024-05-25 03:16:00
8717,11,12,342,342,2024-05-25 03:17:00
8718,11,12,342,342,2024-05-25 03:18:00
8719,11,12,162,148,2024-05-25 03:19:00
8720,11,12,-118,-123,2024-05-25 03:20:00
8721,11,12,-310,-324,2024-05-25 03:21:00
8722,11,12,-317,-327,2024-05-25 03:22:00
8723,11,12,-156,-156,2024-05-25 03:23:00
8724,10,12,88,115,2024-05-25 03:24:00
8725,11,12,335,340,2024-05-25 03:25:00
8726,11,12,337,324,2024-05-25 03:26:00
8727,11,12,170,177,2024-05-25 03:27:00
8728,11,12,-123,-133,2024-05-25 03:28:00
8729,11,12,-342,-344,2024-05-25 03:29:00
8730,11,12,-342,-344,2024-05-25 03:30:00
8731,11,12,-317,-308,2024-05-25 03:31:00
8732,11,12,-121,-101,2024-05-25 03:32:00
8733,11,12,215,223,2024-05-25 03:33:00
8734,11,12,340,342,2024-05-25 03:34:00
8735,11,11,339,342,2024-05-25 03:35:00
8736,11,12,340,342,2024-05-25 03:36:00
8737,11,12,258,256,2024-05-25 03:37:00
8738,11,12,30,16,2024-05-25 03:38:00
8739,11,12,-231,-251,2024-05-25 03:39:00
8740,11,12,-347,-344,2024-05-25 03:40:00
8741,11,12,-330,-332,2024-05-25 03:41:00
8742,11,12,-248,-250,2024-05-25 03:42:00
8743,11,12,-32,-24,2024-05-25 03:43:00
8744,11,12,233,225,2024-05-25 03:44:00
8745,11,11,342,342,2024-05-25 03:45:00
8746,11,12,335,347,2024-05-25 03:46:00
8747,11,12,240,233,2024-05-25 03:47:00
8748,11,12,12,3,2024-05-25 03:48:00
8749,11,12,-227,-235,2024-05-25 03:49:00
8750,11,12,-347,-345,2024-05-25 03:50:00
8751,11,12,-311,-308,2024-05-25 03:51:00
8752,11,12,-103,-106,2024-05-25 03:52:00
8753,11,11,186,197,2024-05-25 03:53:00
8754,11,12,344,342,2024-05-25 03:54:00
8755,11,12,330,345,2024-05-25 03:55:00
8756,11,12,213,222,2024-05-25 03:56:00
8757,11,12,-15,-32,2024-05-25 03:57:00
8758,11,12,-230,-235,2024-05-25 03:58:00
8759,11,12,-315,-300,2024-05-25 03:59:00
8760,11,12,-212,-202,2024-05-25 04:00:00
8761,11,12,30,40,2024-05-25 04:01:00
8762,11,12,288,292,2024-05-25 04:02:00
8763,11,12,342,335,2024-05-25 04:03:00
8764,11,12,212,187,2024-05-25 04:04:00
8765,11,12,-83,-110,2024-05-25 04:05:00
8766,9,10,-342,-344,2024-05-25 04:06:00
8767,9,10,-342,-344,2024-05-25 04:07:00
8768,9,10,-342,-344,2024-05-25 04:08:00
8769,9,10,-308,-313,2024-05-25 04:09:00
8770,9,10,-133,-116,2024-05-25 04:10:00
8771,9,10,130,148,2024-05-25 04:11:00
8772,9,10,342,342,2024-05-25 04:12:00
8773,9,10,335,342,2024-05-25 04:13:00
8774,9,10,267,263,2024-05-25 04:14:00
8775,9,10,80,65,2024-05-25 04:15:00
8776,9,10,-150,-145,2024-05-25 04:16:00
8777,9,10,-312,-313,2024-05-25 04:17:00
8778,9,10,-337,-345,2024-05-25 04:18:00
8779,9,10,-285,-275,2024-05-25 04:19:00
8780,9,10,-96,-101,2024-05-25 04:20:00
8781,9,10,218,230,2024-05-25 04:21:00
8782,9,10,344,342,2024-05-25 04:22:00
8783,9,10,344,342,2024-05-25 04:23:00
8784,9,10,344,342,2024-05-25 04:24:00
8785,9,10,320,306,2024-05-25 04:25:00
8786,9,10,125,126,2024-05-25 04:26:00
8787,9,10,-151,-167,2024-05-25 04:27:00
8788,9,10,-344,-344,2024-05-25 04:28:00
8789,9,10,-347,-344,2024-05-25 04:29:00
8790,9,10,-303,-296,2024-05-25 04:30:00
8791,9,10,-160,-141,2024-05-25 04:31:00
8792,9,10,81,76,2024-05-25 04:32:00
8793,9,10,312,339,2024-05-25 04:33:00
8794,9,10,340,342,2024-05-25 04:34:00
8795,9,10,307,288,2024-05-25 04:35:00
8796,9,10,98,74,2024-05-25 04:36:00
8797,9,10,-232,-231,2024-05-25 04:37:00
8798,9,10,-339,-344,2024-05-25 04:38:00
8799,9,10,-340,-344,2024-05-25 04:39:00
8800,9,10,-302,-302,2024-05-25 04:40:00
8801,9,10,-83,-79,2024-05-25 04:41:00
8802,9,10,232,252,2024-05-25 04:42:00
8803,9,10,339,342,2024-05-25 04:43:00
8804,9,10,339,342,2024-05-25 04:44:00
8805,9,10,340,342,2024-05-25 04:45:00
8806,9,10,339,342,2024-05-25 04:46:00
8807,9,10,297,281,2024-05-25 04:47:00
8808,9,10,131,128,2024-05-25 04:48:00
8809,9,10,-45,-54,2024-05-25 04:49:00
8810,9,10,-156,-167,2024-05-25 04:50:00
8811,9,10,-148,-143,2024-05-25 04:51:00
8812,9,10,-11,-6,2024-05-25 04:52:00
8813,9,10,156,172,2024-05-25 04:53:00
8814,9,10,251,232,2024-05-25 04:54:00
8815,9,10,178,187,2024-05-25 04:55:00
8816,9,10,-18,-32,2024-05-25 04:56:00
8817,9,10,-202,-207,2024-05-25 04:57:00
8818,9,10,-303,-295,2024-05-25 04:58:00
8819,9,10,-262,-245,2024-05-25 04:59:00
8820,9,10,-46,-40,2024-05-25 05:00:00
8821,9,10,247,247,2024-05-25 05:01:00
8822,9,10,342,342,2024-05-25 05:02:00
8823,9,10,342,335,2024-05-25 05:03:00
8824,9,10,291,291,2024-05-25 05:04:00
8825,9,10,54,55,2024-05-25 05:05:00
8826,9,10,-190,-205,2024-05-25 05:06:00
8827,9,10,-349,-344,2024-05-25 05:07:00
8828,9,10,-349,-334,2024-05-25 05:08:00
8829,9,10,-308,-312,2024-05-25 05:09:00
8830,9,10,-167,-153,2024-05-25 05:10:00
8831,9,10,111,138,2024-05-25 05:11:00
8832,9,10,344,342,2024-05-25 05:12:00
8833,9,10,344,342,2024-05-25 05:13:00
8834,9,10,344,342,2024-05-25 05:14:00
8835,9,10,245,262,2024-05-25 05:15:00
8836,9,10,2,-5,2024-05-25 05:16:00
8837,9,10,-303,-317,2024-05-25 05:17:00
8838,9,10,-340,-344,2024-05-25 05:18:00
8839,9,10,-340,-344,2024-05-25 05:19:00
8840,9,10,-315,-322,2024-05-25 05:20:00
8841,9,10,-158,-163,2024-05-25 05:21:00
8842,9,10,49,48,2024-05-25 05:22:00
8843,9,10,227,237,2024-05-25 05:23:00
8844,9,10,-44,-165,2024-05-25 05:24:00
8845,10,11,-312,-315,2024-05-25 05:25:00
8846,10,11,-207,-212,2024-05-25 05:26:00
8847,10,11,76,85,2024-05-25 05:27:00
8848,10,11,342,342,2024-05-25 05:28:00
8849,10,11,344,334,2024-05-25 05:29:00
8850,10,11,255,265,2024-05-25 05:30:00
8851,10,11,0,-18,2024-05-25 05:31:00
8852,10,11,-302,-322,2024-05-25 05:32:00
8853,10,11,-344,-344,2024-05-25 05:33:00
8854,10,11,-345,-337,2024-05-25 05:34:00
8855,10,11,-198,-172,2024-05-25 05:35:00
8856,10,11,116,123,2024-05-25 05:36:00
8857,10,11,344,342,2024-05-25 05:37:00
8858,10,11,342,342,2024-05-25 05:38:00
8859,10,11,212,188,2024-05-25 05:39:00
8860,10,11,-80,-96,2024-05-25 05:40:00
8861,10,11,-342,-344,2024-05-25 05:41:00
8862,10,11,-342,-339,2024-05-25 05:42:00
8863,10,11,-257,-235,2024-05-25 05:43:00
8864,10,11,-54,-55,2024-05-25 05:44:00
8865,10,11,173,173,2024-05-25 05:45:00
8866,10,11,293,282,2024-05-25 05:46:00
8867,10,11,262,261,2024-05-25 05:47:00
8868,10,11,73,79,2024-05-25 05:48:00
8869,10,11,-160,-177,2024-05-25 05:49:00
8870,10,11,-320,-295,2024-05-25 05:50:00
8871,10,11,-303,-288,2024-05-25 05:51:00
8872,10,11,-105,-86,2024-05-25 05:52:00
8873,10,11,160,185,2024-05-25 05:53:00
8874,10,11,317,316,2024-05-25 05:54:00
8875,10,11,240,227,2024-05-25 05:55:00
8876,10,11,-10,-39,2024-05-25 05:56:00
8877,10,11,-306,-292,2024-05-25 05:57:00
8878,10,11,-349,-349,2024-05-25 05:58:00
8879,10,11,-322,-324,2024-05-25 05:59:00
8880,10,11,-133,-126,2024-05-25 06:00:00
8881,10,11,155,167,2024-05-25 06:01:00
8882,16,17,-340,-344,2024-05-25 06:02:00
8883,16,17,-340,-344,2024-05-25 06:03:00
8884,10,11,91,113,2024-05-25 06:04:00
8885,10,11,339,342,2024-05-25 06:05:00
8886,10,11,339,342,2024-05-25 06:06:00
8887,17,18,339,342,2024-05-25 06:07:00
8888,17,17,183,173,2024-05-25 06:08:00
8889,13,14,-332,-347,2024-05-25 06:09:00
8890,13,14,-344,-344,2024-05-25 06:10:00
8891,13,14,-344,-344,2024-05-25 06:11:00
8892,10,11,-167,-155,2024-05-25 06:12:00
8893,10,11,131,155,2024-05-25 06:13:00
8894,12,13,308,315,2024-05-25 06:14:00
8895,12,13,178,177,2024-05-25 06:15:00
8896,12,13,-150,-158,2024-05-25 06:16:00
8897,12,13,-344,-344,2024-05-25 06:17:00
8898,12,13,-340,-340,2024-05-25 06:18:00
8899,12,13,-186,-172,2024-05-25 06:19:00
8900,11,12,339,342,2024-05-25 06:20:00
8901,11,12,339,342,2024-05-25 06:21:00
8902,11,12,339,342,2024-05-25 06:22:00
8903,11,12,100,78,2024-05-25 06:23:00
8904,11,12,-340,-344,2024-05-25 06:24:00
8905,11,12,-340,-344,2024-05-25 06:25:00
8906,11,12,-340,-344,2024-05-25 06:26:00
8907,11,12,-340,-344,2024-05-25 06:27:00
8908,11,12,-158,-140,2024-05-25 06:28:00
8909,11,12,163,175,2024-05-25 06:29:00
8910,11,12,342,342,2024-05-25 06:30:00
8911,11,12,339,330,2024-05-25 06:31:00
8912,11,12,167,158,2024-05-25 06:32:00
8913,11,12,-131,-138,2024-05-25 06:33:00
8914,11,12,-344,-344,2024-05-25 06:34:00
8915,11,12,-344,-344,2024-05-25 06:35:00
8916,11,12,-322,-297,2024-05-25 06:36:00
8917,1,0,895,898,2024-05-25 06:37:00
8918,1,0,895,898,2024-05-25 06:38:00
8919,39,40,895,898,2024-05-25 06:39:00
8920,1,0,895,898,2024-05-25 06:40:00
8921,1,0,895,898,2024-05-25 06:41:00
8922,1,0,895,898,2024-05-25 06:42:00
8923,1,0,896,898,2024-05-25 06:43:00
8924,1,0,895,900,2024-05-25 06:44:00
8925,1,0,895,898,2024-05-25 06:45:00
8926,1,0,895,898,2024-05-25 06:46:00
8927,1,0,896,898,2024-05-25 06:47:00
8928,1,0,895,898,2024-05-25 06:48:00
8929,1,0,895,898,2024-05-25 06:49:00
8930,1,0,895,898,2024-05-25 06:50:00
8931,1,0,895,898,2024-05-25 06:51:00
8932,1,0,895,898,2024-05-25 06:52:00
8933,1,0,895,900,2024-05-25 06:53:00
8934,1,0,895,898,2024-05-25 06:54:00
8935,1,0,895,898,2024-05-25 06:55:00
8936,1,0,895,898,2024-05-25 06:56:00
8937,1,0,895,898,2024-05-25 06:57:00
8938,1,0,895,898,2024-05-25 06:58:00
8939,26,26,2,0,2024-05-25 06:59:00
8940,26,27,46,2,2024-05-25 07:00:00
8941,35,36,649,653,2024-05-25 07:01:00
8942,33,33,2,2,2024-05-25 07:02:00
8943,17,18,-253,-280,2024-05-25 07:03:00
8944,17,18,-340,-344,2024-05-25 07:04:00
8945,17,18,-18,0,2024-05-25 07:05:00
8946,17,18,337,313,2024-05-25 07:06:00
8947,26,27,-160,-163,2024-05-25 07:07:00
8948,26,27,53,73,2024-05-25 07:08:00
8949,26,27,-27,-45,2024-05-25 07:09:00
8950,26,27,1,16,2024-05-25 07:10:00
8951,26,27,-8,-17,2024-05-25 07:11:00
8952,1,0,895,898,2024-05-25 07:12:00
8953,1,0,1793,1795,2024-05-25 07:13:00
8954,1,0,921,901,2024-05-25 07:14:00
8955,38,35,487,482,2024-05-25 07:15:00
8956,21,22,951,871,2024-05-25 07:16:00
8957,21,22,656,665,2024-05-25 07:17:00
8958,21,22,625,620,2024-05-25 07:18:00
8959,21,22,701,695,2024-05-25 07:19:00
8960,21,22,629,637,2024-05-25 07:20:00
8961,21,22,665,665,2024-05-25 07:21:00
8962,22,22,544,570,2024-05-25 07:22:00
8963,21,22,789,794,2024-05-25 07:23:00
8964,21,22,720,715,2024-05-25 07:24:00
8965,21,22,755,765,2024-05-25 07:25:00
8966,21,22,739,751,2024-05-25 07:26:00
8967,21,22,748,753,2024-05-25 07:27:00
8968,21,22,696,685,2024-05-25 07:28:00
8969,21,22,740,731,2024-05-25 07:29:00
8970,21,22,725,720,2024-05-25 07:30:00
8971,21,22,688,680,2024-05-25 07:31:00
8972,21,22,774,765,2024-05-25 07:32:00
8973,21,22,731,743,2024-05-25 07:33:00
8974,23,23,748,730,2024-05-25 07:34:00
8975,21,22,691,670,2024-05-25 07:35:00
8976,21,22,728,711,2024-05-25 07:36:00
8977,21,22,700,710,2024-05-25 07:37:00
8978,21,22,675,669,2024-05-25 07:38:00
8979,21,22,760,766,2024-05-25 07:39:00
8980,21,22,704,730,2024-05-25 07:40:00
8981,21,22,721,715,2024-05-25 07:41:00
8982,21,22,770,756,2024-05-25 07:42:00
8983,21,22,805,809,2024-05-25 07:43:00
8984,21,22,770,768,2024-05-25 07:44:00
8985,22,22,759,736,2024-05-25 07:45:00
8986,21,22,768,770,2024-05-25 07:46:00
8987,21,22,728,745,2024-05-25 07:47:00
8988,21,22,685,670,2024-05-25 07:48:00
8989,21,22,728,695,2024-05-25 07:49:00
8990,21,22,700,634,2024-05-25 07:50:00
8991,21,22,673,675,2024-05-25 07:51:00
8992,21,22,830,813,2024-05-25 07:52:00
8993,21,22,770,749,2024-05-25 07:53:00
8994,24,25,708,756,2024-05-25 07:54:00
8995,21,22,671,680,2024-05-25 07:55:00
8996,21,22,675,669,2024-05-25 07:56:00
8997,22,24,725,763,2024-05-25 07:57:00
8998,21,22,645,648,2024-05-25 07:58:00
8999,24,25,743,756,2024-05-25 07:59:00
9000,21,22,600,625,2024-05-25 08:00:00
9001,21,22,650,637,2024-05-25 08:01:00
9002,21,22,639,597,2024-05-25 08:02:00
9003,24,23,716,680,2024-05-25 08:03:00
9004,22,23,695,686,2024-05-25 08:04:00
9005,21,22,648,666,2024-05-25 08:05:00
9006,21,22,589,565,2024-05-25 08:06:00
9007,22,23,635,655,2024-05-25 08:07:00
9008,21,22,575,577,2024-05-25 08:08:00
9009,22,22,564,559,2024-05-25 08:09:00
9010,22,23,569,602,2024-05-25 08:10:00
9011,22,22,698,645,2024-05-25 08:11:00
9012,23,23,685,668,2024-05-25 08:12:00
9013,24,25,656,653,2024-05-25 08:13:00
9014,22,23,595,620,2024-05-25 08:14:00
9015,22,23,609,635,2024-05-25 08:15:00
9016,23,24,656,680,2024-05-25 08:16:00
9017,22,22,605,620,2024-05-25 08:17:00
9018,23,23,570,555,2024-05-25 08:18:00
9019,23,24,607,625,2024-05-25 08:19:00
9020,23,23,708,695,2024-05-25 08:20:00
9021,23,23,560,535,2024-05-25 08:21:00
9022,24,24,604,555,2024-05-25 08:22:00
9023,23,24,575,602,2024-05-25 08:23:00
9024,21,22,622,670,2024-05-25 08:24:00
9025,21,22,615,630,2024-05-25 08:25:00
9026,22,22,560,555,2024-05-25 08:26:00
9027,33,31,407,447,2024-05-25 08:27:00
9028,34,33,382,439,2024-05-25 08:28:00
9029,29,29,477,477,2024-05-25 08:29:00
9030,28,29,502,497,2024-05-25 08:30:00
9031,30,31,502,505,2024-05-25 08:31:00
9032,29,30,464,470,2024-05-25 08:32:00
9033,31,31,452,445,2024-05-25 08:33:00
9034,28,29,467,475,2024-05-25 08:34:00
9035,29,30,459,467,2024-05-25 08:35:00
9036,28,29,482,477,2024-05-25 08:36:00
9037,21,22,1025,1023,2024-05-25 08:37:00
9038,23,23,539,554,2024-05-25 08:38:00
9039,21,22,665,670,2024-05-25 08:39:00
9040,23,23,555,550,2024-05-25 08:40:00
9041,21,22,620,605,2024-05-25 08:41:00
9042,21,22,594,595,2024-05-25 08:42:00
9043,21,22,567,562,2024-05-25 08:43:00
9044,21,22,592,575,2024-05-25 08:44:00
9045,27,27,826,854,2024-05-25 08:45:00
9046,25,26,517,520,2024-05-25 08:46:00
9047,23,24,602,654,2024-05-25 08:47:00
9048,21,22,569,564,2024-05-25 08:48:00
9049,21,23,579,607,2024-05-25 08:49:00
9050,21,23,559,605,2024-05-25 08:50:00
9051,22,23,572,612,2024-05-25 08:51:00
9052,22,24,640,695,2024-05-25 08:52:00
9053,24,21,660,1124,2024-05-25 08:53:00
9054,21,22,665,660,2024-05-25 08:54:00
9055,21,22,620,592,2024-05-25 08:55:00
9056,23,23,689,680,2024-05-25 08:56:00
9057,21,22,645,680,2024-05-25 08:57:00
9058,1,0,899,903,2024-05-25 08:58:00
9059,1,0,899,903,2024-05-25 08:59:00
9060,1,0,597,0,2024-05-25 09:00:00
9061,0,0,2,0,2024-05-25 09:01:00
9062,0,0,2,2,2024-05-25 09:02:00
9063,0,0,2,0,2024-05-25 09:03:00
9064,0,0,2,0,2024-05-25 09:04:00
9065,0,0,2,0,2024-05-25 09:05:00
9066,0,0,2,0,2024-05-25 09:06:00
9067,0,0,2,0,2024-05-25 09:07:00
9068,0,0,2,0,2024-05-25 09:08:00
9069,0,0,2,2,2024-05-25 09:09:00
9070,0,0,2,2,2024-05-25 09:10:00
9071,0,0,2,0,2024-05-25 09:11:00
9072,0,0,2,0,2024-05-25 09:12:00
9073,0,0,2,2,2024-05-25 09:13:00
9074,0,0,2,-2,2024-05-25 09:14:00
9075,0,0,2,2,2024-05-25 09:15:00
9076,0,0,2,0,2024-05-25 09:16:00
9077,0,0,2,0,2024-05-25 09:17:00
9078,0,0,895,898,2024-05-25 09:18:00
9079,0,0,3,2,2024-05-25 09:19:00
9080,0,0,2,2,2024-05-25 09:20:00
9081,0,0,2,0,2024-05-25 09:21:00
9082,0,0,2,0,2024-05-25 09:22:00
9083,0,0,2,0,2024-05-25 09:23:00
9084,0,0,2,0,2024-05-25 09:24:00
9085,0,0,2,0,2024-05-25 09:25:00
9086,0,0,2,0,2024-05-25 09:26:00
9087,0,0,2,0,2024-05-25 09:27:00
9088,0,0,2,2,2024-05-25 09:28:00
9089,0,0,2,0,2024-05-25 09:29:00
9090,0,0,2,0,2024-05-25 09:30:00
9091,0,0,2,0,2024-05-25 09:31:00
9092,0,0,2,0,2024-05-25 09:32:00
9093,0,0,3,2,2024-05-25 09:33:00
9094,0,0,2,0,2024-05-25 09:34:00
9095,0,0,2,0,2024-05-25 09:35:00
9096,0,0,2,0,2024-05-25 09:36:00
9097,0,0,2,0,2024-05-25 09:37:00
9098,0,0,2,-2,2024-05-25 09:38:00
9099,0,0,2,0,2024-05-25 09:39:00
9100,0,0,2,0,2024-05-25 09:40:00
9101,0,0,2,0,2024-05-25 09:41:00
9102,0,0,2,-2,2024-05-25 09:42:00
9103,0,0,2,2,2024-05-25 09:43:00
9104,0,0,2,0,2024-05-25 09:44:00
9105,0,0,2,2,2024-05-25 09:45:00
9106,0,0,2,0,2024-05-25 09:46:00
9107,0,0,2,0,2024-05-25 09:47:00
9108,0,0,2,0,2024-05-25 09:48:00
9109,0,0,2,-2,2024-05-25 09:49:00
9110,0,0,2,0,2024-05-25 09:50:00
9111,0,0,2,0,2024-05-25 09:51:00
9112,0,0,2,0,2024-05-25 09:52:00
9113,0,0,2,0,2024-05-25 09:53:00
9114,0,0,2,2,2024-05-25 09:54:00
9115,0,0,2,-2,2024-05-25 09:55:00
9116,0,0,2,0,2024-05-25 09:56:00
9117,0,0,2,0,2024-05-25 09:57:00
9118,0,0,2,0,2024-05-25 09:58:00
9119,0,0,2,0,2024-05-25 09:59:00
9120,0,0,2,2,2024-05-25 10:00:00
9121,0,0,2,0,2024-05-25 10:01:00
9122,0,0,2,0,2024-05-25 10:02:00
9123,0,0,2,2,2024-05-25 10:03:00
9124,0,0,2,0,2024-05-25 10:04:00
9125,0,0,2,0,2024-05-25 10:05:00
9126,0,0,2,0,2024-05-25 10:06:00
9127,0,0,2,-2,2024-05-25 10:07:00
9128,0,0,2,0,2024-05-25 10:08:00
9129,0,0,2,0,2024-05-25 10:09:00
9130,0,0,2,-2,2024-05-25 10:10:00
9131,0,0,2,2,2024-05-25 10:11:00
9132,0,0,2,0,2024-05-25 10:12:00
9133,0,0,2,2,2024-05-25 10:13:00
9134,0,0,2,0,2024-05-25 10:14:00
9135,0,0,3,0,2024-05-25 10:15:00
9136,0,0,2,0,2024-05-25 10:16:00
9137,0,0,2,0,2024-05-25 10:17:00
9138,0,0,2,2,2024-05-25 10:18:00
9139,0,0,2,0,2024-05-25 10:19:00
9140,0,0,3,0,2024-05-25 10:20:00
9141,0,0,2,0,2024-05-25 10:21:00
9142,0,0,2,0,2024-05-25 10:22:00
9143,0,0,2,-2,2024-05-25 10:23:00
9144,0,0,2,2,2024-05-25 10:24:00
9145,0,0,2,0,2024-05-25 10:25:00
9146,0,0,2,0,2024-05-25 10:26:00
9147,0,0,2,2,2024-05-25 10:27:00
9148,0,0,2,0,2024-05-25 10:28:00
9149,0,0,2,0,2024-05-25 10:29:00
9150,0,0,2,0,2024-05-25 10:30:00
9151,0,0,2,0,2024-05-25 10:31:00
9152,0,0,2,0,2024-05-25 10:32:00
9153,0,0,2,0,2024-05-25 10:33:00
9154,0,0,2,-2,2024-05-25 10:34:00
9155,0,0,2,0,2024-05-25 10:35:00
9156,0,0,2,0,2024-05-25 10:36:00
9157,0,0,2,2,2024-05-25 10:37:00
9158,0,0,2,0,2024-05-25 10:38:00
9159,0,0,2,0,2024-05-25 10:39:00
9160,0,0,2,0,2024-05-25 10:40:00
9161,0,0,2,0,2024-05-25 10:41:00
9162,0,0,2,0,2024-05-25 10:42:00
9163,0,0,2,0,2024-05-25 10:43:00
9164,0,0,2,0,2024-05-25 10:44:00
9165,0,0,2,0,2024-05-25 10:45:00
9166,0,0,2,2,2024-05-25 10:46:00
9167,0,0,2,0,2024-05-25 10:47:00
9168,0,0,2,2,2024-05-25 10:48:00
9169,0,0,2,0,2024-05-25 10:49:00
9170,0,0,2,2,2024-05-25 10:50:00
9171,0,0,2,0,2024-05-25 10:51:00
9172,0,0,2,2,2024-05-25 10:52:00
9173,0,0,2,2,2024-05-25 10:53:00
9174,0,0,2,2,2024-05-25 10:54:00
9175,0,0,2,0,2024-05-25 10:55:00
9176,0,0,2,2,2024-05-25 10:56:00
9177,0,0,2,0,2024-05-25 10:57:00
9178,0,0,2,2,2024-05-25 10:58:00
9179,0,0,2,0,2024-05-25 10:59:00
9180,0,0,0,0,2024-05-25 13:00:00
9181,0,0,0,0,2024-05-25 13:01:00
9182,0,0,0,0,2024-05-25 13:02:00
9183,0,0,0,0,2024-05-25 13:03:00
9184,0,0,0,0,2024-05-25 13:04:00
9185,0,0,0,0,2024-05-25 13:05:00
9186,0,0,0,0,2024-05-25 13:06:00
9187,0,0,0,0,2024-05-25 13:07:00
9188,0,0,0,0,2024-05-25 13:08:00
9189,0,0,0,0,2024-05-25 13:09:00
9190,0,0,0,0,2024-05-25 13:10:00
9191,0,0,0,-2,2024-05-25 13:11:00
9192,0,0,0,0,2024-05-25 13:12:00
9193,0,0,0,0,2024-05-25 13:13:00
9194,0,0,0,2,2024-05-25 13:14:00
9195,0,0,0,2,2024-05-25 13:15:00
9196,0,0,0,2,2024-05-25 13:16:00
9197,0,0,0,0,2024-05-25 13:17:00
9198,0,0,0,0,2024-05-25 13:18:00
9199,0,0,0,2,2024-05-25 13:19:00
9200,0,0,0,2,2024-05-25 13:20:00
9201,0,0,0,0,2024-05-25 13:21:00
9202,0,0,0,0,2024-05-25 13:22:00
9203,0,0,0,0,2024-05-25 13:23:00
9204,0,0,0,0,2024-05-25 13:24:00
9205,0,0,0,0,2024-05-25 13:25:00
9206,0,0,0,0,2024-05-25 13:26:00
9207,0,0,0,0,2024-05-25 13:27:00
9208,0,0,0,0,2024-05-25 13:28:00
9209,0,0,0,0,2024-05-25 13:29:00
9210,0,0,0,2,2024-05-25 13:30:00
9211,0,0,0,0,2024-05-25 13:31:00
9212,0,0,0,0,2024-05-25 13:32:00
9213,0,0,0,0,2024-05-25 13:33:00
9214,0,0,0,0,2024-05-25 13:34:00
9215,0,0,0,0,2024-05-25 13:35:00
9216,0,0,0,0,2024-05-25 13:36:00
9217,0,0,0,2,2024-05-25 13:37:00
9218,0,0,0,0,2024-05-25 13:38:00
9219,0,0,0,2,2024-05-25 13:39:00
9220,0,0,0,-2,2024-05-25 13:40:00
9221,0,0,0,0,2024-05-25 13:41:00
9222,0,0,0,0,2024-05-25 13:42:00
9223,0,0,0,0,2024-05-25 13:43:00
9224,0,0,0,0,2024-05-25 13:44:00
9225,0,0,0,0,2024-05-25 13:45:00
9226,0,0,0,0,2024-05-25 13:46:00
9227,0,0,0,0,2024-05-25 13:47:00
9228,0,0,0,0,2024-05-25 13:48:00
9229,0,0,0,0,2024-05-25 13:49:00
9230,0,0,0,0,2024-05-25 13:50:00
9231,0,0,0,-2,2024-05-25 13:51:00
9232,0,0,0,0,2024-05-25 13:52:00
9233,0,0,0,-2,2024-05-25 13:53:00
9234,0,0,0,-2,2024-05-25 13:54:00
9235,0,0,0,0,2024-05-25 13:55:00
