Unnamed: 0,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v,status
10938,6967,6961,6973,0,0,0,0,100,11,6007,0,0.0,2024-08-23 06:16:40,0,0,False
10939,6969,6963,6975,0,0,0,0,100,7,6006,0,0.0,2024-08-23 06:17:41,0,0,False
10940,6968,6962,6975,0,0,0,0,100,5,6005,0,0.0,2024-08-23 06:18:41,0,0,False
10941,6968,6961,6974,0,0,0,0,100,9,6008,0,0.0,2024-08-23 06:19:41,0,0,False
10942,6968,6962,6974,0,0,0,0,100,8,6010,0,0.0,2024-08-23 06:20:41,0,0,False
10943,6968,6962,6974,0,0,0,0,100,5,6009,0,0.0,2024-08-23 06:21:41,0,0,False
10944,6967,6962,6973,0,0,0,0,100,8,6009,0,0.0,2024-08-23 06:22:41,0,0,False
10945,6967,6961,6974,0,0,0,0,100,14,6008,0,0.0,2024-08-23 06:23:42,0,0,False
10946,6968,6962,6974,0,0,0,0,100,5,6008,0,0.0,2024-08-23 06:24:42,0,0,False
10947,6968,6962,6975,0,0,0,0,100,12,6009,0,0.0,2024-08-23 06:25:42,0,0,False
10948,6968,6962,6973,0,0,0,0,100,4,6008,0,0.0,2024-08-23 06:26:42,0,0,False
10949,6968,6962,6975,0,0,0,0,100,10,6008,0,0.0,2024-08-23 06:27:42,0,0,False
10950,6968,6961,6974,0,0,0,0,100,15,6008,0,0.0,2024-08-23 06:28:42,0,0,False
10951,6969,6963,6975,0,0,0,0,100,7,6007,0,0.0,2024-08-23 06:29:42,0,0,False
10952,6968,6961,6974,0,0,0,0,100,15,6007,0,0.0,2024-08-23 06:30:42,0,0,False
10953,6968,6961,6975,0,0,0,0,100,14,6007,0,0.0,2024-08-23 06:31:42,0,0,False
10954,6968,6962,6974,0,0,0,0,100,10,6008,0,0.0,2024-08-23 06:32:42,0,0,False
10955,6967,6961,6974,0,0,0,0,100,13,6008,0,0.0,2024-08-23 06:33:42,0,0,False
10956,6969,6963,6975,0,0,0,0,100,11,6004,0,0.0,2024-08-23 06:34:42,0,0,False
10957,6969,6963,6975,0,0,0,0,100,10,6013,0,0.0,2024-08-23 06:35:43,0,0,False
10958,6969,6964,6974,0,0,0,0,100,12,6010,0,0.0,2024-08-23 06:36:43,0,0,False
10959,6969,6963,6975,0,0,0,0,100,9,6010,0,0.0,2024-08-23 06:37:43,0,0,False
10960,6969,6963,6975,0,0,0,0,100,11,6011,0,0.0,2024-08-23 06:38:43,0,0,False
10961,6969,6963,6974,0,0,0,0,100,14,6010,0,0.0,2024-08-23 06:39:43,0,0,False
10962,6970,6965,6975,0,0,0,0,100,3,6011,0,0.0,2024-08-23 06:40:43,0,0,False
10963,6969,6962,6975,0,0,0,0,100,14,6010,0,0.0,2024-08-23 06:41:43,0,0,False
10964,6967,6962,6973,0,0,0,0,100,4,5995,0,0.0,2024-08-23 06:42:44,0,0,False
10965,6968,6963,6973,0,0,0,0,100,9,5996,0,0.0,2024-08-23 06:43:44,0,0,False
10966,6968,6962,6973,0,0,0,0,100,4,6000,0,0.0,2024-08-23 06:44:45,0,0,False
10967,6970,6964,6976,0,0,0,0,100,9,6015,0,0.0,2024-08-23 06:45:45,0,0,False
10968,6971,6966,6976,0,0,0,0,100,5,5997,0,0.0,2024-08-23 06:46:45,0,0,False
10969,6969,6964,6975,0,0,0,0,100,12,6001,0,0.0,2024-08-23 06:47:46,0,0,False
10970,6969,6964,6975,0,0,0,0,100,5,5994,0,0.0,2024-08-23 06:48:46,0,0,False
10971,6971,6966,6977,0,0,0,0,100,9,5965,0,0.0,2024-08-23 06:49:46,0,0,False
10972,6970,6964,6975,0,0,0,0,100,5,5991,0,0.0,2024-08-23 06:50:47,0,0,False
10973,6967,6961,6973,0,0,0,0,100,13,5993,0,0.0,2024-08-23 06:51:47,0,0,False
10974,6966,6960,6971,0,0,0,0,100,4,6001,0,0.0,2024-08-23 06:52:47,0,0,False
10975,6967,6961,6973,0,0,0,0,100,4,5989,0,0.0,2024-08-23 06:53:48,0,0,False
10976,6966,6960,6972,0,0,0,0,100,10,5992,0,0.0,2024-08-23 06:54:48,0,0,False
10977,6967,6961,6973,0,0,0,0,100,11,5992,0,0.0,2024-08-23 06:55:48,0,0,False
10978,6967,6961,6973,0,0,0,0,100,14,5995,0,0.0,2024-08-23 06:56:48,0,0,False
10979,6968,6962,6974,0,0,0,0,100,12,5993,0,0.0,2024-08-23 06:57:48,0,0,False
10980,6964,6957,6971,0,0,0,0,100,15,6005,0,0.0,2024-08-23 06:58:48,0,0,False
10981,6969,6962,6975,0,0,0,0,100,5,5999,0,0.0,2024-08-23 07:00:49,0,0,False
10982,6967,6961,6973,0,0,0,0,100,12,6001,0,0.0,2024-08-23 07:01:49,0,0,False
10983,6968,6961,6974,0,0,0,0,100,12,5998,0,0.0,2024-08-23 07:02:49,0,0,False
10984,6968,6961,6974,0,0,0,0,100,6,5998,0,0.0,2024-08-23 07:03:49,0,0,False
10985,6968,6962,6974,0,0,0,0,100,4,6000,0,0.0,2024-08-23 07:04:49,0,0,False
10986,6968,6962,6975,0,0,0,0,100,6,6000,0,0.0,2024-08-23 07:05:49,0,0,False
10987,6968,6962,6974,0,0,0,0,100,12,6002,0,0.0,2024-08-23 07:06:50,0,0,False
10988,6969,6963,6975,0,0,0,0,100,13,6000,0,0.0,2024-08-23 07:07:50,0,0,False
10989,6966,6960,6972,0,0,0,0,100,14,6006,0,0.0,2024-08-23 07:08:50,0,0,False
10990,6967,6960,6974,0,0,0,0,100,16,6001,0,0.0,2024-08-23 07:09:51,0,0,False
10991,6968,6962,6974,0,0,0,0,100,11,6003,0,0.0,2024-08-23 07:10:51,0,0,False
10992,6966,6960,6972,0,0,0,0,100,5,6003,0,0.0,2024-08-23 07:11:51,0,0,False
10993,6967,6961,6973,0,0,0,0,100,6,6003,0,0.0,2024-08-23 07:12:51,0,0,False
10994,6968,6962,6974,0,0,0,0,100,12,6002,0,0.0,2024-08-23 07:13:51,0,0,False
10995,6968,6961,6974,0,0,0,0,100,15,6002,0,0.0,2024-08-23 07:14:52,0,0,False
10996,6968,6962,6974,0,0,0,0,100,10,6006,0,0.0,2024-08-23 07:15:52,0,0,False
10997,6968,6961,6974,0,0,0,0,100,11,6001,0,0.0,2024-08-23 07:16:52,0,0,False
10998,6967,6961,6973,0,0,0,0,100,5,6006,0,0.0,2024-08-23 07:17:52,0,0,False
10999,6965,6959,6971,0,0,0,0,100,13,6003,0,0.0,2024-08-23 07:18:53,0,0,False
11000,6967,6960,6973,0,0,0,0,100,11,5998,0,0.0,2024-08-23 07:19:53,0,0,False
11001,6967,6961,6974,0,0,0,0,100,12,6002,0,0.0,2024-08-23 07:20:53,0,0,False
11002,6966,6959,6973,0,0,0,0,100,9,6004,0,0.0,2024-08-23 07:21:53,0,0,False
11003,6967,6961,6974,0,0,0,0,100,10,5998,0,0.0,2024-08-23 07:22:54,0,0,False
11004,6967,6960,6974,0,0,0,0,100,16,6000,0,0.0,2024-08-23 07:23:54,0,0,False
11005,6967,6959,6974,0,0,0,0,100,12,6007,0,0.0,2024-08-23 07:24:54,0,0,False
11006,6968,6961,6974,0,0,0,0,100,9,6010,0,0.0,2024-08-23 07:25:54,0,0,False
11007,6968,6962,6974,0,0,0,0,100,6,6012,0,0.0,2024-08-23 07:26:54,0,0,False
11008,6968,6961,6974,0,0,0,0,100,9,6009,0,0.0,2024-08-23 07:27:54,0,0,False
11009,6970,6963,6977,0,0,0,0,100,14,6010,0,0.0,2024-08-23 07:28:54,0,0,False
11010,6968,6961,6975,0,0,0,0,100,15,6007,0,0.0,2024-08-23 07:29:55,0,0,False
11011,6966,6960,6973,0,0,0,0,100,15,6007,0,0.0,2024-08-23 07:30:55,0,0,False
11012,6969,6961,6977,0,0,0,0,100,16,6005,0,0.0,2024-08-23 07:31:55,0,0,False
11013,6966,6960,6973,0,0,0,0,100,9,6005,0,0.0,2024-08-23 07:32:55,0,0,False
11014,6967,6960,6974,0,0,0,0,100,13,6007,0,0.0,2024-08-23 07:33:56,0,0,False
11015,6969,6962,6975,0,0,0,0,100,13,6006,0,0.0,2024-08-23 07:34:56,0,0,False
11016,6969,6961,6976,0,0,0,0,100,14,6007,0,0.0,2024-08-23 07:35:56,0,0,False
11017,6968,6961,6974,0,0,0,0,100,15,6006,0,0.0,2024-08-23 07:36:56,0,0,False
11018,6967,6961,6974,0,0,0,0,100,10,6005,0,0.0,2024-08-23 07:37:56,0,0,False
11019,6966,6960,6972,0,0,0,0,100,5,6006,0,0.0,2024-08-23 07:38:56,0,0,False
11020,6967,6960,6974,0,0,0,0,100,16,6006,0,0.0,2024-08-23 07:39:56,0,0,False
11021,6969,6963,6976,0,0,0,0,100,6,6006,0,0.0,2024-08-23 07:40:56,0,0,False
11022,6968,6961,6975,0,0,0,0,100,16,6007,0,0.0,2024-08-23 07:41:57,0,0,False
11023,6967,6961,6973,0,0,0,0,100,5,6007,0,0.0,2024-08-23 07:42:57,0,0,False
11024,6969,6962,6977,0,0,0,0,100,13,6005,0,0.0,2024-08-23 07:43:57,0,0,False
11025,6966,6959,6973,0,0,0,0,100,11,6005,0,0.0,2024-08-23 07:44:58,0,0,False
11026,6967,6960,6973,0,0,0,0,100,8,6004,0,0.0,2024-08-23 07:45:58,0,0,False
11027,6968,6962,6975,0,0,0,0,100,15,6006,0,0.0,2024-08-23 07:46:59,0,0,False
11028,6967,6961,6974,0,0,0,0,100,14,6006,0,0.0,2024-08-23 07:47:59,0,0,False
11029,6969,6962,6975,0,0,0,0,100,11,6005,0,0.0,2024-08-23 07:48:59,0,0,False
11030,6967,6960,6974,0,0,0,0,100,11,6005,0,0.0,2024-08-23 07:49:59,0,0,False
11031,6967,6962,6973,0,0,0,0,100,5,6005,0,0.0,2024-08-23 07:50:59,0,0,False
11032,6969,6963,6975,0,0,0,0,100,12,6003,0,0.0,2024-08-23 07:52:00,0,0,False
11033,6968,6962,6974,0,0,0,0,100,11,6004,0,0.0,2024-08-23 07:52:59,0,0,False
11034,6968,6962,6974,0,0,0,0,100,4,6004,0,0.0,2024-08-23 07:54:00,0,0,False
11035,6967,6961,6973,0,0,0,0,100,14,6003,0,0.0,2024-08-23 07:55:00,0,0,False
11036,6968,6962,6974,0,0,0,0,100,10,6003,0,0.0,2024-08-23 07:56:00,0,0,False
11037,6965,6959,6971,0,0,0,0,100,8,6003,0,0.0,2024-08-23 07:57:00,0,0,False
11038,6968,6961,6974,0,0,0,0,100,5,6003,0,0.0,2024-08-23 07:58:01,0,0,False
11039,6968,6962,6973,0,0,0,0,100,5,6003,0,0.0,2024-08-23 08:00:01,0,0,False
11040,6966,6960,6972,0,0,0,0,100,9,6004,0,0.0,2024-08-23 08:01:01,0,0,False
11041,6968,6962,6974,0,0,0,0,100,13,6003,0,0.0,2024-08-23 08:02:01,0,0,False
11042,6968,6962,6974,0,0,0,0,100,10,6002,0,0.0,2024-08-23 08:03:02,0,0,False
11043,6966,6960,6973,0,0,0,0,100,8,6003,0,0.0,2024-08-23 08:04:02,0,0,False
11044,6968,6962,6974,0,0,0,0,100,4,6003,0,0.0,2024-08-23 08:05:02,0,0,False
11045,6968,6961,6974,0,0,0,0,100,12,6004,0,0.0,2024-08-23 08:06:02,0,0,False
11046,6966,6960,6972,0,0,0,0,100,6,6004,0,0.0,2024-08-23 08:07:02,0,0,False
11047,6966,6960,6973,0,0,0,0,100,13,6004,0,0.0,2024-08-23 08:08:03,0,0,False
11048,6968,6961,6974,0,0,0,0,100,15,6003,0,0.0,2024-08-23 08:09:03,0,0,False
11049,6967,6961,6973,0,0,0,0,100,9,6002,0,0.0,2024-08-23 08:10:03,0,0,False
11050,6969,6963,6976,0,0,0,0,100,12,6004,0,0.0,2024-08-23 08:11:03,0,0,False
11051,6968,6961,6975,0,0,0,0,100,9,6004,0,0.0,2024-08-23 08:12:04,0,0,False
11052,6968,6962,6975,0,0,0,0,100,12,6003,0,0.0,2024-08-23 08:13:04,0,0,False
11053,6968,6961,6975,0,0,0,0,100,16,6004,0,0.0,2024-08-23 08:14:04,0,0,False
11054,6968,6962,6975,0,0,0,0,100,6,6003,0,0.0,2024-08-23 08:15:04,0,0,False
11055,6960,6954,6967,92,13,91,92,11,10,6000,106,0.0,2024-08-23 08:16:04,107,43,折臂吊车开机
11056,6965,6958,6971,36,6,36,36,14,5,6001,43,0.0,2024-08-23 08:17:05,44,8,False
11057,6966,6959,6973,36,6,36,36,14,15,6002,43,0.0,2024-08-23 08:18:05,44,32,False
11058,6936,6930,6943,36,6,36,36,14,13,5990,43,0.0,2024-08-23 08:19:05,44,22,False
11059,6958,6952,6963,36,6,36,36,14,4,6000,43,0.0,2024-08-23 08:20:06,44,34,False
11060,6958,6952,6965,36,6,36,36,14,15,6001,43,0.0,2024-08-23 08:21:06,44,41,False
11061,6958,6951,6965,36,6,36,36,14,15,5999,43,0.0,2024-08-23 08:22:06,44,23,False
11062,6958,6951,6964,36,6,36,36,14,14,6000,43,0.0,2024-08-23 08:23:06,44,33,False
11063,6958,6952,6964,36,6,36,36,14,8,6000,43,0.0,2024-08-23 08:24:06,44,42,False
11064,6957,6951,6964,36,6,36,36,14,12,6000,43,0.0,2024-08-23 08:25:07,44,30,False
11065,6960,6953,6966,36,6,36,36,14,10,5999,43,0.0,2024-08-23 08:26:07,44,43,False
11066,6961,6956,6967,36,6,36,36,14,3,6000,43,0.0,2024-08-23 08:27:07,44,48,False
11067,6964,6958,6970,36,6,36,36,14,6,6001,44,0.0,2024-08-23 08:28:07,44,27,False
11068,6965,6958,6971,36,6,36,36,14,13,6002,44,0.0,2024-08-23 08:29:08,44,48,False
11069,6964,6958,6970,36,8,36,36,20,8,6007,44,0.0,2024-08-23 08:30:08,44,37,False
11070,6965,6959,6972,44,28,44,44,52,6,6001,45,0.0,2024-08-23 08:31:08,53,28,False
11071,6965,6959,6971,42,25,42,42,48,4,6000,44,0.0,2024-08-23 08:32:08,51,19,False
11072,6966,6960,6971,0,0,0,0,100,7,6001,0,0.0,2024-08-23 08:33:09,0,0,折臂吊车关机
11073,6967,6960,6974,0,0,0,0,100,15,6001,0,0.0,2024-08-23 08:34:09,0,0,False
11074,6968,6961,6974,0,0,0,0,100,10,6002,0,0.0,2024-08-23 08:35:09,0,0,False
11075,6967,6961,6973,0,0,0,0,100,4,6001,0,0.0,2024-08-23 08:36:09,0,0,False
11076,6968,6962,6974,0,0,0,0,100,4,6002,0,0.0,2024-08-23 08:37:09,0,0,False
11077,6967,6961,6973,0,0,0,0,100,9,6001,0,0.0,2024-08-23 08:38:09,0,0,False
11078,6966,6959,6973,0,0,0,0,100,13,6001,0,0.0,2024-08-23 08:39:09,0,0,False
11079,6968,6962,6975,0,0,0,0,100,11,6002,0,0.0,2024-08-23 08:40:09,0,0,False
11080,6966,6959,6973,0,0,0,0,100,15,6001,0,0.0,2024-08-23 08:41:09,0,0,False
11081,6967,6960,6973,0,0,0,0,100,7,6002,0,0.0,2024-08-23 08:42:10,0,0,False
11082,6968,6961,6975,0,0,0,0,100,16,6002,0,0.0,2024-08-23 08:43:10,0,0,False
11083,6967,6961,6973,0,0,0,0,100,8,6004,0,0.0,2024-08-23 08:44:10,0,0,False
11084,6967,6960,6974,0,0,0,0,100,9,6002,0,0.0,2024-08-23 08:45:10,0,0,False
11085,6968,6962,6975,0,0,0,0,100,15,6007,0,0.0,2024-08-23 08:46:10,0,0,False
11086,6966,6959,6973,0,0,0,0,100,16,6005,0,0.0,2024-08-23 08:47:11,0,0,False
11087,6966,6959,6973,0,0,0,0,100,16,6003,0,0.0,2024-08-23 08:48:11,0,0,False
11088,6969,6962,6975,0,0,0,0,100,6,6000,0,0.0,2024-08-23 08:49:12,0,0,False
11089,6969,6963,6975,0,0,0,0,100,14,5998,0,0.0,2024-08-23 08:50:11,0,0,False
11090,6967,6960,6973,0,0,0,0,100,6,6000,0,0.0,2024-08-23 08:51:11,0,0,False
11091,6967,6961,6974,0,0,0,0,100,13,5996,0,0.0,2024-08-23 08:52:11,0,0,False
11092,6952,6945,6958,0,0,0,0,100,16,6006,0,0.0,2024-08-23 08:53:12,0,0,False
11093,6952,6946,6958,0,0,0,0,100,12,6000,0,0.0,2024-08-23 08:54:12,0,0,False
11094,6954,6948,6961,0,0,0,0,100,14,6008,0,0.0,2024-08-23 08:55:12,0,0,False
11095,6953,6947,6959,0,0,0,0,100,13,5998,0,0.0,2024-08-23 08:56:12,0,0,False
11096,6953,6947,6959,0,0,0,0,100,5,5998,0,0.0,2024-08-23 08:57:13,0,0,False
11097,6949,6943,6955,0,0,0,0,100,5,6000,0,0.0,2024-08-23 08:58:13,0,0,False
11098,6953,6947,6959,0,0,0,0,100,5,6010,0,0.0,2024-08-23 09:00:15,0,0,False
11099,6953,6947,6960,0,0,0,0,100,13,6009,0,0.0,2024-08-23 09:01:15,0,0,False
11100,6953,6947,6958,0,0,0,0,100,4,6012,0,0.0,2024-08-23 09:02:15,0,0,False
11101,6955,6949,6961,0,0,0,0,100,7,6004,0,0.0,2024-08-23 09:03:16,0,0,False
11102,6954,6948,6960,0,0,0,0,100,6,6007,0,0.0,2024-08-23 09:04:16,0,0,False
11103,6953,6947,6959,0,0,0,0,100,5,6008,0,0.0,2024-08-23 09:05:16,0,0,False
11104,6952,6946,6958,0,0,0,0,100,5,5998,0,0.0,2024-08-23 09:06:17,0,0,False
11105,6951,6944,6958,0,0,0,0,100,16,6000,0,0.0,2024-08-23 09:07:17,0,0,False
11106,6954,6947,6960,0,0,0,0,100,5,6002,0,0.0,2024-08-23 09:08:17,0,0,False
11107,6951,6944,6957,0,0,0,0,100,9,6008,0,0.0,2024-08-23 09:09:17,0,0,False
11108,6952,6946,6958,0,0,0,0,100,7,6001,0,0.0,2024-08-23 09:10:17,0,0,False
11109,6952,6946,6958,0,0,0,0,100,4,6008,0,0.0,2024-08-23 09:11:18,0,0,False
11110,6951,6945,6957,0,0,0,0,100,6,6005,0,0.0,2024-08-23 09:12:18,0,0,False
11111,6951,6945,6956,0,0,0,0,100,12,6003,0,0.0,2024-08-23 09:13:19,0,0,False
11112,6949,6943,6955,0,0,0,0,100,14,6005,0,0.0,2024-08-23 09:14:19,0,0,False
11113,6955,6948,6961,0,0,0,0,100,6,6004,0,0.0,2024-08-23 09:15:19,0,0,False
11114,6954,6948,6961,0,0,0,0,100,5,6005,0,0.0,2024-08-23 09:16:20,0,0,False
11115,6952,6945,6959,0,0,0,0,100,15,6009,0,0.0,2024-08-23 09:17:20,0,0,False
11116,6952,6946,6958,0,0,0,0,100,14,6009,0,0.0,2024-08-23 09:18:20,0,0,False
11117,6953,6947,6960,0,0,0,0,100,6,6009,0,0.0,2024-08-23 09:19:21,0,0,False
11118,6954,6947,6961,0,0,0,0,100,13,6006,0,0.0,2024-08-23 09:20:21,0,0,False
11119,6953,6947,6959,0,0,0,0,100,8,6010,0,0.0,2024-08-23 09:21:21,0,0,False
11120,6952,6946,6958,0,0,0,0,100,5,6008,0,0.0,2024-08-23 09:22:21,0,0,False
11121,6953,6948,6959,0,0,0,0,100,9,6007,0,0.0,2024-08-23 09:23:21,0,0,False
11122,6954,6947,6960,0,0,0,0,100,15,6008,0,0.0,2024-08-23 09:24:22,0,0,False
11123,6953,6946,6960,0,0,0,0,100,15,6004,0,0.0,2024-08-23 09:25:22,0,0,False
11124,6954,6948,6960,0,0,0,0,100,6,6008,0,0.0,2024-08-23 09:26:22,0,0,False
11125,6953,6947,6959,0,0,0,0,100,15,6004,0,0.0,2024-08-23 09:27:22,0,0,False
11126,6955,6949,6961,0,0,0,0,100,10,6005,0,0.0,2024-08-23 09:28:23,0,0,False
11127,6953,6947,6959,0,0,0,0,100,7,6011,0,0.0,2024-08-23 09:29:23,0,0,False
11128,6954,6948,6960,37,14,37,37,31,5,6010,43,0.0,2024-08-23 09:30:24,45,3,折臂吊车开机
11129,6952,6946,6959,36,6,36,36,14,11,6002,43,0.0,2024-08-23 09:31:24,43,18,False
11130,6951,6944,6958,36,6,36,36,14,16,6008,43,0.0,2024-08-23 09:32:24,44,9,False
11131,6950,6944,6957,36,6,36,36,14,6,6011,43,0.0,2024-08-23 09:33:25,43,10,False
11132,6953,6946,6959,36,6,36,36,14,6,6009,43,0.0,2024-08-23 09:34:25,44,0,False
11133,6950,6945,6956,36,6,36,36,14,5,6010,43,0.0,2024-08-23 09:35:26,43,25,False
11134,6953,6947,6959,36,6,36,36,14,8,6008,43,0.0,2024-08-23 09:36:26,43,23,False
11135,6951,6945,6958,36,6,36,36,14,14,6003,43,0.0,2024-08-23 09:37:26,43,33,False
11136,6951,6945,6958,36,6,36,36,14,14,6006,43,0.0,2024-08-23 09:38:27,44,28,False
11137,6955,6949,6961,36,6,36,36,14,5,6005,43,0.0,2024-08-23 09:39:27,43,31,False
11138,6950,6943,6956,36,6,36,36,14,13,6009,43,0.0,2024-08-23 09:40:27,43,30,False
11139,6953,6946,6959,36,6,36,36,14,15,6009,43,0.0,2024-08-23 09:41:27,43,41,False
11140,6952,6945,6959,36,6,36,36,14,16,6009,43,0.0,2024-08-23 09:42:28,43,26,False
11141,6952,6946,6959,36,6,36,36,14,13,6011,43,0.0,2024-08-23 09:43:28,43,28,False
11142,6952,6946,6958,36,6,36,36,14,7,6006,43,0.0,2024-08-23 09:44:28,43,39,False
11143,6952,6946,6959,36,6,36,36,14,14,6003,43,0.0,2024-08-23 09:45:28,44,17,False
11144,6946,6940,6952,36,6,36,36,14,15,6002,43,0.0,2024-08-23 09:46:29,43,35,False
11145,6949,6943,6954,36,6,36,36,14,4,6006,43,0.0,2024-08-23 09:47:29,43,31,False
11146,6947,6941,6954,62,58,63,62,74,15,6000,49,0.0,2024-08-23 09:48:29,76,60,False
11147,6949,6942,6955,58,51,58,58,72,15,6002,49,0.0,2024-08-23 09:49:30,70,55,False
11148,6947,6941,6952,61,55,62,61,73,8,6004,50,0.0,2024-08-23 09:50:30,74,52,False
11149,6952,6946,6958,36,6,36,36,14,14,6004,43,0.0,2024-08-23 09:51:30,44,54,False
11150,6949,6943,6955,36,6,36,36,14,15,6006,43,0.0,2024-08-23 09:52:31,44,35,False
11151,6952,6946,6959,36,6,36,36,14,5,6006,43,0.0,2024-08-23 09:53:31,44,17,False
11152,6951,6945,6958,36,6,36,36,14,5,6008,43,0.0,2024-08-23 09:54:32,43,37,False
11153,6951,6945,6957,36,6,36,36,14,12,6007,43,0.0,2024-08-23 09:55:32,43,38,False
11154,6952,6945,6958,36,6,36,36,14,11,6006,43,0.0,2024-08-23 09:56:32,43,36,False
11155,6951,6944,6957,36,6,36,36,14,13,6005,43,0.0,2024-08-23 09:57:32,43,32,False
11156,6952,6945,6959,36,6,36,36,14,15,6006,43,0.0,2024-08-23 09:58:32,43,14,False
11157,6951,6944,6958,36,6,36,36,14,7,6006,43,0.0,2024-08-23 10:00:33,44,5,False
11158,6952,6945,6958,36,6,36,36,14,15,6007,43,0.0,2024-08-23 10:01:34,43,26,False
11159,6943,6937,6949,36,6,36,36,14,4,6006,43,0.0,2024-08-23 10:02:34,43,26,False
11160,6944,6937,6951,36,6,36,36,14,15,6006,43,0.0,2024-08-23 10:03:34,43,20,False
11161,6944,6938,6951,36,6,36,36,14,12,6005,43,0.0,2024-08-23 10:04:35,43,14,False
11162,6944,6938,6950,50,39,50,50,64,9,6003,46,0.0,2024-08-23 10:05:35,61,49,False
11163,6945,6939,6951,48,36,48,48,62,5,6001,46,0.0,2024-08-23 10:06:35,58,43,False
11164,6944,6938,6950,36,6,36,36,14,6,6003,43,0.0,2024-08-23 10:07:36,43,19,False
11165,6944,6938,6950,36,6,36,36,14,12,6006,43,0.0,2024-08-23 10:08:36,43,46,False
11166,6945,6939,6951,36,6,36,36,14,14,6002,43,0.0,2024-08-23 10:09:36,43,43,False
11167,6946,6939,6952,36,6,36,36,14,15,6005,43,0.0,2024-08-23 10:10:36,43,34,False
11168,6946,6939,6952,36,6,36,36,14,14,6004,43,0.0,2024-08-23 10:11:36,43,36,False
11169,6945,6939,6951,36,6,36,36,14,6,6004,43,0.0,2024-08-23 10:12:37,43,37,False
11170,6944,6938,6950,36,6,36,36,14,6,5993,43,0.0,2024-08-23 10:13:37,43,29,False
11171,6943,6937,6949,36,6,36,36,14,13,6000,43,0.0,2024-08-23 10:14:38,43,33,False
11172,6944,6938,6949,36,6,36,36,14,5,6003,43,0.0,2024-08-23 10:15:38,43,39,False
11173,6941,6935,6947,36,6,36,36,14,13,6001,43,0.0,2024-08-23 10:16:39,43,51,False
11174,6945,6939,6951,36,6,36,36,14,10,6009,43,0.0,2024-08-23 10:17:39,43,53,False
11175,6944,6938,6949,36,6,36,36,14,11,6007,43,0.0,2024-08-23 10:18:40,43,34,False
11176,6944,6938,6950,36,6,36,36,14,12,6002,43,0.0,2024-08-23 10:19:41,43,44,False
11177,6944,6938,6950,36,7,36,36,17,9,5999,43,0.0,2024-08-23 10:20:42,43,48,False
11178,6942,6936,6947,50,40,50,50,61,6,6002,46,0.0,2024-08-23 10:21:42,62,34,False
11179,6945,6939,6951,61,55,62,62,73,14,5999,50,0.0,2024-08-23 10:22:42,74,45,False
11180,6943,6938,6948,48,35,48,48,61,9,6010,45,0.0,2024-08-23 10:23:42,58,17,False
11181,6944,6938,6950,0,0,0,0,100,15,6013,0,0.0,2024-08-23 10:24:43,0,0,折臂吊车关机
11182,6952,6946,6958,0,0,0,0,100,6,6011,0,0.0,2024-08-23 10:25:43,0,0,False
11183,6953,6947,6959,0,0,0,0,100,8,6008,0,0.0,2024-08-23 10:26:43,0,0,False
11184,6952,6946,6957,0,0,0,0,100,6,6010,0,0.0,2024-08-23 10:27:43,0,0,False
11185,6955,6949,6961,0,0,0,0,100,8,6011,0,0.0,2024-08-23 10:28:43,0,0,False
11186,6952,6947,6958,0,0,0,0,100,5,6011,0,0.0,2024-08-23 10:29:43,0,0,False
11187,6951,6945,6957,0,0,0,0,100,15,6008,0,0.0,2024-08-23 10:30:43,0,0,False
11188,6971,6965,6977,0,0,0,0,100,8,6001,0,0.0,2024-08-23 10:31:44,0,0,False
11189,6966,6960,6972,0,0,0,0,100,13,6005,0,0.0,2024-08-23 10:32:44,0,0,False
11190,6968,6961,6975,0,0,0,0,100,15,6005,0,0.0,2024-08-23 10:33:44,0,0,False
11191,6967,6960,6973,0,0,0,0,100,15,6006,0,0.0,2024-08-23 10:34:44,0,0,False
11192,6968,6962,6974,0,0,0,0,100,11,6010,0,0.0,2024-08-23 10:35:45,0,0,False
11193,6968,6962,6974,0,0,0,0,100,8,6008,0,0.0,2024-08-23 10:36:45,0,0,False
11194,6967,6961,6973,0,0,0,0,100,13,6010,0,0.0,2024-08-23 10:37:45,0,0,False
11195,6968,6962,6973,0,0,0,0,100,5,6008,0,0.0,2024-08-23 10:38:45,0,0,False
11196,6967,6961,6973,0,0,0,0,100,5,6009,0,0.0,2024-08-23 10:39:45,0,0,False
11197,6967,6961,6973,0,0,0,0,100,4,6009,0,0.0,2024-08-23 10:40:45,0,0,False
11198,6969,6964,6975,0,0,0,0,100,11,6007,0,0.0,2024-08-23 10:41:46,0,0,False
11199,6968,6961,6974,0,0,0,0,100,15,6006,0,0.0,2024-08-23 10:42:46,0,0,False
11200,6969,6963,6975,0,0,0,0,100,5,6006,0,0.0,2024-08-23 10:43:46,0,0,False
11201,6969,6963,6975,0,0,0,0,100,4,6006,0,0.0,2024-08-23 10:44:46,0,0,False
11202,6970,6965,6975,0,0,0,0,100,14,5997,0,0.0,2024-08-23 10:45:46,0,0,False
11203,6968,6962,6973,0,0,0,0,100,4,5999,0,0.0,2024-08-23 10:46:47,0,0,False
